"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","%D","ADP","Ros","+/-","FGM","FGA","3PTM","FTM","FTA","PTS","REB","AST","ST","BLK","TO","3D","2D"
"*005ke*","Danilo Gallinari","MIL","SF,F,Flx","304","FA","35","","441","12.97","3%","436.08","11%","-0.8%","2.0","4.6","0.8","2.0","2.4","6.9","2.7","1.4","0.3","0.1","0.4","0.0","0"
"*049kf*","Mo Bamba","PHI","C,Flx","298","FA","25","","440","12.57","3%","451.26","21%","-1.1%","1.5","3.1","0.3","0.5","0.8","3.8","3.6","0.7","0.3","1.0","0.7","0.0","0"
"*06cc2*","Gradey Dick","TOR","SG,G,SF,F,Flx","303","$C/$","20","","429","11.59","10%","337.44","47%","+5.5%","2.2","5.1","1.1","0.6","0.7","6.2","1.8","1.1","0.5","0.0","0.6","0.0","0"
"*03lg1*","Ben Simmons","BKN","PG,SG,G,PF,F,Flx","308","GBRAYERS","27","ATL 102<br/>@BKN 114","422","28.13","98%","97.36","90%","-3.1%","2.9","4.9","0.0","0.4","1.0","6.1","7.9","5.7","0.8","0.6","1.8","0.0","3"
"*051oi*","Ja Morant","MEM","PG,G,Flx","310","GBRAYERS","24","POR Sat 5:00PM","414","46","100%","66.32","74%","+0.6%","8.9","18.9","1.6","5.8","7.1","25.1","5.6","8.1","0.8","0.6","3.0","0.0","3"
"*0621o*","Blake Wesley","SA","SG,G,Flx","311","BBB","20","","412","11.14","0%","1435.4","16%","-1.1%","1.6","3.2","0.1","0.7","1.1","4.0","1.2","2.6","0.5","0.1","0.8","0.0","0"
"*04qsp*","Chimezie Metu","(N/A)","PF,F,C,Flx","312","FA","26","","405","10.95","0%","1281.4","6%","-1.1%","1.8","3.5","0.4","1.0","1.2","5.0","3.0","0.5","0.5","0.2","0.7","0.0","1"
"*04exk*","Aleksandar Vezenkov","SAC","PF,F,Flx","314","SDP","28","","400","11.43","18%","252.67","26%","-0.8%","2.1","4.7","1.1","0.3","0.4","5.6","2.5","0.4","0.5","0.2","0.3","0.0","0"
"*049kh*","Kevin Knox","(N/A)","SF,PF,F,Flx","316","FA","24","","397","12.81","0%","1485.4","7%","-1.2%","2.8","6.0","1.0","0.6","0.7","7.2","2.4","0.7","0.4","0.2","0.7","0.0","1"
"*031m9*","Mason Plumlee","LAC","C,Flx","306","FA","33","","396","15.84","22%","196.26","28%","-2%","2.2","3.5","0.0","1.8","2.6","6.3","5.6","1.2","0.3","0.3","0.6","0.0","1"
"*04qsu*","Shake Milton","(N/A)","SG,G,Flx","318","FA","27","","392","9.33","4%","439.25","12%","-1.9%","1.8","4.4","0.4","0.9","1.1","4.9","1.6","1.3","0.4","0.1","0.7","0.0","0"
"*05qtu*","Skylar Mays","LAL","SG,G,Flx","319","FA","26","DEN Sat 5:30PM","391","12.61","1%","1154.76","9%","-0.7%","2.0","5.0","0.5","0.4","0.5","4.9","1.4","2.7","0.5","0.1","0.6","0.0","2"
"*038ia*","Seth Curry","CHA","PG,SG,G,Flx","305","FA","33","","390","9.51","3%","428.43","15%","0%","1.8","4.5","0.8","0.5","0.6","4.9","1.5","0.9","0.5","0.1","0.4","0.0","0"
"*027om*","Tristan Thompson","CLE","PF,F,Flx","321","FA","32","","386","10.72","0%","-","2%","-0.1%","1.7","2.6","0.0","0.4","1.2","3.8","3.9","1.1","0.2","0.3","0.6","0.0","1"
"*06ca3*","Julian Strawther","DEN","SG,G,SF,F,Flx","323","$C/$","21","@LAL Sat 5:30PM","383","10.08","2%","431.87","24%","-1.1%","2.0","5.2","1.0","0.5","0.7","5.4","1.4","1.1","0.4","0.2","0.4","0.0","0"
"*06ccb*","Nick Smith","CHA","SG,G,Flx","324","$C/$","19","","382","10.32","0%","1296.77","22%","-1.3%","2.4","5.9","1.4","0.3","0.4","6.4","1.5","1.2","0.2","0.2","0.9","0.0","0"
"*03e7f*","Vasilije Micic","CHA","PG,G,Flx","307","Jmarr237","30","","381","10.58","3%","431.13","24%","-2.1%","1.7","4.0","0.5","0.6","0.8","4.4","1.0","3.1","0.3","0.1","1.1","0.0","0"
"*05quh*","Zeke Nnaji","DEN","PF,F,C,Flx","317","FA","23","@LAL Sat 5:30PM","381","8.86","0%","1305.35","12%","+0.7%","1.3","2.8","0.1","0.8","1.2","3.5","2.2","0.6","0.3","0.6","0.6","0.0","0"
"*05uij*","Davion Mitchell","SAC","PG,G,Flx","309","FA","25","","380","8.09","1%","1170.31","17%","-0.6%","1.4","3.5","0.6","0.4","0.5","3.9","1.0","1.7","0.2","0.1","0.5","0.0","0"
"*0018r*","Thaddeus Young","PHO","PF,F,C,Flx","326","FA","35","HOU Sat 6:00PM","377","15.71","0%","1310.49","8%","-0.8%","2.3","3.8","0.0","0.2","0.5","4.8","3.5","2.1","0.8","0.1","0.5","0.0","0"
"*005lx*","JaVale McGee","SAC","C,Flx","327","FA","36","","373","9.56","0%","1252.52","7%","-0.5%","1.9","3.0","0.0","0.6","1.1","4.4","2.9","0.4","0.2","0.5","0.8","0.0","0"
"*0621n*","MarJon Beauchamp","MIL","SG,G,SF,F,Flx","322","Orcas","22","","367","8.95","4%","416.11","19%","-0.9%","1.7","3.6","0.7","0.5","0.7","4.6","2.2","0.7","0.3","0.1","0.7","0.0","0"
"*005ka*","Derrick Rose","MEM","PG,G,Flx","330","FA","35","POR Sat 5:00PM","367","15.96","3%","400.23","14%","-0.6%","3.3","7.1","0.7","1.0","1.2","8.2","2.0","3.3","0.3","0.1","1.3","0.0","0"
"*04qrs*","Troy Brown","DET","SF,PF,F,Flx","331","FA","24","","364","8.67","1%","1232.38","9%","-1.2%","1.5","3.4","0.9","0.5","0.6","4.3","2.1","1.0","0.2","0.0","0.5","0.0","0"
"*06ca5*","Kris Murray","POR","SF,F,Flx","315","BIGFOOTS","23","@MEM Sat 5:00PM","359","9.97","2%","444.9","28%","+0.9%","1.5","3.8","0.5","0.3","0.6","3.9","2.3","0.8","0.8","0.2","0.6","0.0","0"
"*0621v*","Caleb Houstan","ORL","SF,F,Flx","320","FA","21","","348","8.49","0%","1439.4","10%","+0.4%","1.6","4.0","1.4","0.4","0.5","4.9","1.6","0.6","0.2","0.0","0.3","0.0","0"
"*06cdd*","Andre Jackson","MIL","SG,G,Flx","335","$C/$","22","","343","7.46","0%","1480.4","14%","-1%","1.0","1.9","0.3","0.2","0.2","2.5","2.0","0.9","0.3","0.1","0.5","0.0","1"
"*043cj*","Gary Payton II","GS","PG,G,Flx","313","maxpat01","31","","341","15.5","5%","396.25","17%","-0.1%","2.4","4.6","0.5","0.4","0.6","5.8","2.9","1.0","1.0","0.3","0.5","0.0","0"
"*02x1k*","Justin Holiday","DEN","SG,G,Flx","333","FA","34","@LAL Sat 5:30PM","340","9.71","1%","1202.38","5%","-0.4%","1.4","3.1","0.9","0.1","0.1","3.7","1.2","1.0","0.6","0.1","0.2","0.0","0"
"*05qym*","Kenyon Martin","PHI","SF,F,Flx","337","FA","23","","336","8","11%","322.29","20%","-0.7%","1.5","2.8","0.1","0.3","0.7","3.5","1.8","0.7","0.4","0.1","0.5","0.0","0"
"*031mu*","Mike Muscala","OKC","C,Flx","339","FA","32","","334","9.03","1%","1224.07","7%","-0.5%","1.3","3.6","0.7","0.5","0.6","3.8","2.8","0.9","0.2","0.3","0.5","0.0","0"
"*0621q*","Nikola Jovic","MIA","SF,PF,F,C,Flx","328","GBRAYERS","20","UTA 26<br/>@MIA 24","333","14.48","8%","359.94","33%","-1.1%","2.0","4.8","1.1","0.6","1.0","5.8","4.1","1.9","0.3","0.3","1.0","0.0","0"
"*05ujd*","Neemias Queta","BOS","C,Flx","341","FA","24","","332","14.43","0%","1210.07","10%","-0.7%","2.1","3.5","0.0","0.7","0.9","4.9","4.4","0.5","0.4","0.6","0.4","0.0","2"
"*05ujb*","JT Thor","CHA","PF,F,Flx","340","FA","21","","329","7.31","0%","1365.84","10%","-0.3%","1.1","3.1","0.4","0.2","0.3","2.8","2.4","0.4","0.2","0.4","0.2","0.0","0"
"*059ca*","Oshae Brissett","BOS","SF,F,Flx","338","FA","25","","328","8.86","1%","1232.74","7%","-0.4%","1.2","2.7","0.3","0.9","1.4","3.8","2.8","0.8","0.4","0.1","0.3","0.0","0"
"*05uin*","Chris Duarte","SAC","SG,G,SF,F,Flx","329","FA","26","","327","8.18","1%","1235.82","15%","-0.2%","1.3","3.4","0.7","0.5","0.7","3.7","1.8","0.8","0.5","0.1","0.5","0.0","0"
"*05uj2*","Jaden Springer","BOS","PG,G,Flx","342","SERP","21","","323","9.5","1%","1226.94","16%","-2%","1.4","3.5","0.2","0.8","1.0","3.8","1.7","1.0","0.7","0.3","0.8","0.0","0"
"*04jw4*","Maxi Kleber","DAL","PF,F,C,Flx","336","W (Sun)","32","","323","15.38","1%","1204.77","13%","-1.1%","2.0","4.4","0.9","0.7","1.1","5.6","3.4","1.8","0.4","0.7","0.9","0.0","1"
"*005l3*","DeAndre Jordan","DEN","C,Flx","344","FA","35","@LAL Sat 5:30PM","319","11","0%","1231.64","6%","-0.8%","1.7","2.6","0.0","0.8","1.7","4.1","4.6","0.7","0.2","0.4","0.7","0.0","1"
"*0623m*","Keon Ellis","SAC","SG,G,Flx","334","SDP","24","","312","9.45","0%","-","7%","-0.3%","1.2","2.7","0.8","0.3","0.5","3.5","1.2","1.2","0.4","0.4","0.5","0.0","0"
"*04xhz*","Jordan McLaughlin","MIN","PG,G,Flx","332","FA","27","","312","9.18","0%","1356.4","5%","-0.2%","0.9","2.3","0.5","0.1","0.2","2.4","1.0","1.6","0.7","0.1","0.3","0.0","0"
"*05qt6*","Jordan Nwora","TOR","SF,PF,F,Flx","345","FA","25","","308","10.27","1%","1249.68","13%","-1.8%","1.9","4.5","0.7","0.9","1.1","5.4","2.0","1.1","0.4","0.1","0.6","0.0","0"
"*051p5*","Nassir Little","PHO","SF,PF,F,Flx","346","FA","24","HOU Sat 6:00PM","304","8.94","1%","1181.85","11%","-0.7%","1.4","3.1","0.6","0.5","0.6","3.9","2.1","0.6","0.3","0.3","0.4","0.0","0"
"*0626t*","Dominick Barlow","SA","SF,PF,F,C,Flx","347","SERP","20","","302","13.13","0%","1334.16","15%","-0.9%","1.7","3.7","0.1","1.0","1.5","4.6","3.7","1.1","0.4","0.5","0.2","0.0","0"
"*05uis*","Tre Mann","CHA","PG,G,Flx","325","SERP","23","","299","15.74","1%","1248.16","61%","-3.4%","2.4","5.2","1.0","0.5","0.6","6.3","3.0","2.7","0.7","0.0","1.1","0.0","0"
"*06caa*","Ben Sheppard","IND","SG,G,Flx","343","STARKS","22","","295","8.19","0%","1391.01","17%","+0.3%","1.3","3.2","0.7","0.4","0.5","3.6","1.3","0.8","0.5","0.0","0.2","0.0","0"
"*04849*","Danuel House","(N/A)","SF,F,Flx","351","FA","30","","293","8.62","0%","1415.4","3%","-0.6%","1.4","3.1","0.4","1.0","1.4","4.2","1.7","0.8","0.4","0.1","0.6","0.0","0"
"*0621h*","Dalen Terry","CHI","SG,G,Flx","350","$C/$","21","","285","7.7","0%","1375.4","12%","-0.5%","0.9","2.2","0.3","0.5","0.6","2.5","1.7","1.3","0.4","0.2","0.5","0.0","0"
"*052fs*","Garrison Mathews","ATL","SG,G,Flx","349","FA","27","ATL 102<br/>@BKN 114","283","6.9","0%","1441.4","5%","+0.1%","1.1","2.6","1.0","0.2","0.4","3.6","1.2","0.4","0.2","0.1","0.4","0.0","0"
"*06234*","AJ Green","MIL","SG,G,Flx","348","FA","24","","280","7.57","0%","1295.42","6%","-1.2%","1.4","3.3","1.2","0.2","0.2","4.3","1.0","0.6","0.1","0.1","0.1","0.0","0"
"*051po*","Bol Bol","PHO","PF,F,C,Flx","354","$C/$","24","HOU Sat 6:00PM","278","13.9","10%","337.2","38%","+3.3%","2.4","3.6","0.3","0.3","0.4","5.3","3.3","0.5","0.3","0.7","0.5","0.0","1"
"*05uuo*","Eugene Omoruyi","WAS","SF,PF,F,Flx","355","FA","27","","274","10.54","0%","-","8%","-0.4%","1.8","3.7","0.2","0.9","1.2","4.8","2.1","0.8","0.7","0.0","0.5","0.0","1"
"*05ujr*","Charles Bassey","SA","C,Flx","358","Orcas","23","","268","14.11","7%","383.43","16%","-0.6%","1.5","2.1","0.0","0.3","0.3","3.3","4.0","1.1","0.4","0.9","0.8","0.0","0"
"*05qsj*","Lamar Stevens","MEM","PF,F,Flx","353","FA","26","POR Sat 5:00PM","256","10.67","0%","1488.4","21%","+2%","2.0","3.8","0.3","0.5","0.8","4.8","2.7","0.5","0.3","0.5","0.6","0.0","0"
"*03r7r*","Richaun Holmes","WAS","PF,F,C,Flx","357","FA","30","","254","9.41","24%","187.87","23%","-1.8%","1.6","2.8","0.0","0.6","0.9","3.7","3.3","0.6","0.1","0.4","0.5","0.0","1"
"*05gwp*","Jontay Porter","TOR","PF,F,C,Flx","360","FA","24","","254","14.94","0%","1497.4","9%","-1.3%","1.5","4.1","0.7","0.6","0.7","4.4","3.2","1.8","0.7","0.6","0.6","0.0","0"
"*0622z*","Orlando Robinson","MIA","C,Flx","363","FA","23","UTA 26<br/>@MIA 24","238","9.92","3%","439.01","15%","-0.7%","1.3","2.6","0.3","0.8","1.0","3.7","2.8","1.1","0.3","0.3","0.6","0.0","1"
"*05qu8*","Omer Yurtseven","UTA","C,Flx","364","FA","25","UTA 26<br/>@MIA 24","237","7.65","0%","1376.4","8%","-0.5%","1.3","2.7","0.1","0.2","0.4","3.0","3.5","0.4","0.1","0.4","0.8","0.0","0"
"*051ow*","Chuma Okeke","ORL","PF,F,Flx","362","FA","25","","237","6.97","0%","1358.4","7%","-0.5%","1.1","2.9","0.7","0.1","0.1","3.0","2.1","0.5","0.2","0.2","0.4","0.0","0"
"*0621a*","Ousmane Dieng","OKC","SF,PF,F,C,Flx","368","SERP","20","","234","8.07","1%","1189.75","22%","-0.8%","1.5","3.5","0.7","0.5","0.6","4.1","1.7","1.1","0.2","0.1","0.6","0.0","0"
"*04ex5*","Thomas Bryant","MIA","C,Flx","367","FA","26","UTA 26<br/>@MIA 24","234","9.36","4%","423.97","13%","-0.6%","1.8","3.1","0.0","0.7","0.9","4.2","3.1","0.6","0.2","0.2","0.6","0.0","0"
"*06cc0*","Taylor Hendricks","UTA","PF,F,Flx","352","$C/$","20","UTA 26<br/>@MIA 24","232","12.21","12%","317.56","48%","+0.8%","2.0","4.8","0.9","0.4","0.5","5.3","3.2","0.5","0.6","0.5","0.8","0.0","0"
"*05ujg*","Isaiah Livers","WAS","PF,F,Flx","371","FA","25","","232","10.09","0%","1268.07","11%","-0.5%","1.7","5.0","1.0","0.5","0.8","5.0","2.1","1.1","0.6","0.2","0.7","0.0","0"
"*031lr*","Cody Zeller","NO","C,Flx","369","FA","31","","232","6.27","0%","1303.84","3%","-0.3%","0.6","1.5","0.0","0.6","0.9","1.8","2.6","0.9","0.2","0.1","0.4","0.0","0"
"*05ujs*","Sandro Mamukelashvili","SA","PF,F,C,Flx","372","FA","24","","230","7.19","1%","1200.61","7%","-0.3%","1.0","2.2","0.3","0.4","0.5","2.6","1.8","0.9","0.2","0.3","0.2","0.0","0"
"*05ujw*","Jericho Sims","NY","C,Flx","356","FA","25","","226","7.29","0%","1332.08","11%","-1.2%","0.9","1.3","0.0","0.3","0.4","2.0","2.9","0.4","0.1","0.4","0.3","0.0","0"
"*04xhy*","Yuta Watanabe","MEM","SF,PF,F,Flx","375","FA","29","POR Sat 5:00PM","221","6.91","1%","1152.42","9%","-1.2%","1.3","3.6","0.8","0.3","0.5","3.7","1.6","0.4","0.3","0.2","0.5","0.0","0"
"*05xco*","Matt Ryan","NO","SF,F,Flx","374","FA","26","","218","13.62","0%","-","9%","+0.1%","2.7","5.9","2.3","0.8","0.9","8.4","2.2","0.9","0.4","0.1","1.1","0.0","0"
"*05uuq*","Jock Landale","HOU","C,Flx","370","FA","28","@PHO Sat 6:00PM","213","6.87","5%","419.35","10%","-0.4%","0.9","2.3","0.1","0.4","0.5","2.2","2.2","0.7","0.3","0.4","0.4","0.0","0"
"*031ls*","Alex Len","SAC","C,Flx","365","FA","30","","211","9.17","0%","1397.4","3%","0%","1.1","1.8","0.0","0.3","0.7","2.5","3.0","1.0","0.3","0.5","0.6","0.0","0"
"*0623c*","Lester Quinones","GS","SG,G,Flx","377","FA","23","","209","9.5","0%","-","11%","-1%","1.6","4.1","1.0","0.7","1.0","5.0","2.4","1.2","0.2","0.1","0.7","0.0","0"
"*051pe*","Bruno Fernando","ATL","C,Flx","359","FA","25","ATL 102<br/>@BKN 114","209","10.45","0%","1226.38","11%","-1.7%","1.7","3.2","0.0","1.1","1.9","4.5","3.0","0.6","0.3","0.5","0.5","0.0","0"
"*042nl*","Furkan Korkmaz","(N/A)","SG,G,Flx","379","FA","26","","208","5.94","0%","1428.4","3%","-0.3%","0.9","2.2","0.4","0.4","0.6","2.5","0.9","0.7","0.4","0.1","0.3","0.0","0"
"*0623a*","Scotty Pippen","MEM","PG,G,Flx","380","maxpat01","23","POR Sat 5:00PM","205","25.62","0%","1238.82","24%","-4.1%","3.5","7.4","1.6","1.9","2.6","10.5","3.4","4.5","1.0","0.5","1.9","0.0","0"
"*06cdc*","Jalen Wilson","BKN","PF,F,Flx","366","GBRAYERS","23","ATL 102<br/>@BKN 114","204","10.74","0%","1406.32","17%","-2.2%","1.7","3.4","0.6","0.9","1.0","4.9","2.2","1.1","0.3","0.1","0.2","0.0","1"
"*05ujk*","Dalano Banton","POR","PG,G,Flx","361","GBRAYERS","24","@MEM Sat 5:00PM","203","7","0%","1361.83","13%","-1.1%","1.3","3.2","0.2","1.0","1.4","3.8","1.8","1.0","0.3","0.1","0.6","0.0","0"
"*05uj6*","Jeremiah Robinson-Earl","NO","PF,F,C,Flx","378","FA","23","","203","8.46","0%","1387.4","8%","-0.3%","1.4","2.7","0.4","0.4","0.5","3.6","2.3","0.5","0.4","0.2","0.5","0.0","0"
"*05uje*","Jared Butler","WAS","SG,G,Flx","376","FA","23","","194","9.7","0%","-","6%","0%","1.6","2.9","0.5","0.6","0.8","4.2","0.6","1.7","0.4","0.1","0.6","0.0","0"
"*05uwa*","A.J. Lawson","DAL","SG,G,Flx","382","FA","23","","189","7","0%","1448.4","3%","-0.2%","1.4","3.1","0.5","0.4","0.7","3.8","1.2","0.5","0.3","0.1","0.4","0.0","0"
"*06cab*","Jarace Walker","IND","PF,F,Flx","373","SERP","20","","187","9.84","58%","158.91","48%","-0.3%","1.5","3.5","0.6","0.3","0.4","3.9","1.6","1.1","0.5","0.3","0.5","0.0","0"
"*05uj0*","Bones Hyland","LAC","PG,G,Flx","381","Orcas","23","","185","9.74","8%","373.79","24%","-0.3%","2.3","6.3","1.1","0.5","0.6","6.2","0.9","1.7","0.5","0.1","1.2","0.0","0"
"*06cc9*","Olivier-Maxence Prosper","DAL","PF,F,Flx","385","Orcas","21","","174","5.61","1%","1182.57","19%","-0.8%","0.8","2.3","0.3","0.7","1.1","2.6","2.0","0.6","0.1","0.1","0.2","0.0","0"
"*027pf*","Cory Joseph","(N/A)","PG,G,Flx","386","FA","32","","173","6.65","0%","1252.66","3%","-0.4%","0.9","2.5","0.5","0.2","0.3","2.4","1.2","1.6","0.2","0.1","0.5","0.0","0"
"*065ve*","Stanley Umude","DET","PG,SG,G,Flx","387","FA","24","","165","9.71","0%","-","5%","-0.2%","1.5","3.1","1.0","1.3","1.4","5.2","1.8","0.5","0.2","0.3","0.6","0.0","0"
"*065b6*","Ibou Badji","POR","C,Flx","389","FA","21","@MEM Sat 5:00PM","163","9.59","0%","1367.4","6%","-0.3%","0.7","1.1","0.0","0.3","0.6","1.7","2.8","0.8","0.1","1.2","0.8","0.0","0"
"*0661b*","Jamal Cain","MIA","SF,F,Flx","390","FA","24","UTA 26<br/>@MIA 24","162","10.12","0%","1301.67","7%","-0.5%","1.8","4.3","0.5","1.1","1.4","5.3","2.0","0.3","0.6","0.3","0.3","0.0","0"
"*06hdz*","Nathan Mensah","CHA","SF,PF,F,C,Flx","391","FA","25","","161","6.44","0%","1532.4","4%","-0.5%","0.5","1.1","0.0","0.4","0.5","1.3","2.6","0.4","0.2","0.6","0.6","0.0","0"
"*051pw*","Jalen McDaniels","TOR","SF,PF,F,Flx","392","FA","26","","160","4.71","2%","1161.37","11%","-0.7%","1.0","3.1","0.3","0.4","0.6","2.8","1.2","0.5","0.3","0.1","0.5","0.0","0"
"*06dob*","Leaky Black","CHA","SF,PF,F,Flx","394","FA","24","","155","7.05","0%","1525.4","5%","-1.3%","0.8","1.8","0.3","0.4","0.6","2.3","1.7","0.8","0.2","0.3","0.2","0.0","0"
"*06ca2*","Kobe Brown","LAC","PF,F,Flx","393","HBC","24","","154","4.81","0%","1324.23","16%","-0.5%","0.7","1.9","0.4","0.0","0.1","1.8","1.4","0.5","0.2","0.1","0.2","0.0","0"
"*05qv9*","Anthony Gill","WAS","PF,F,Flx","396","FA","31","","147","4.74","0%","1457.4","1%","-0.1%","0.7","1.6","0.1","0.5","0.6","2.1","1.3","0.5","0.2","0.2","0.5","0.0","0"
"*05qu7*","Trent Forrest","ATL","PG,G,Flx","397","FA","25","ATL 102<br/>@BKN 114","143","7.15","0%","1517.4","2%","+0.2%","0.8","2.4","0.1","0.4","0.5","2.0","1.3","2.1","0.3","0.1","0.6","0.0","0"
"*027pt*","Davis Bertans","CHA","PF,F,Flx","383","FA","31","","142","7.47","0%","1275.54","5%","+0.2%","0.9","2.3","0.9","0.7","0.8","3.6","0.7","0.6","0.3","0.2","0.1","0.0","0"
"*05yoh*","Lindy Waters","OKC","SG,G,Flx","399","FA","26","","141","5.88","0%","-","2%","-0.6%","1.0","2.2","0.9","0.0","0.0","2.8","1.0","0.5","0.0","0.2","0.2","0.0","0"
"*06ceg*","Ricky Council","PHI","SG,G,Flx","388","FA","22","","140","8.24","0%","-","11%","-2.6%","1.8","3.7","0.2","2.1","2.8","5.9","1.9","0.4","0.1","0.0","0.1","0.0","1"
"*042nr*","Damian Jones","CLE","C,Flx","400","FA","28","","140","5.6","0%","1281.06","3%","-0.2%","0.7","1.3","0.1","0.4","0.4","1.8","1.3","0.5","0.1","0.4","0.4","0.0","0"
"*04qs4*","Robert Williams","POR","PF,F,C,Flx","401","HBC","26","@MEM Sat 5:00PM","137","22.83","92%","143.08","52%","+1.5%","2.8","4.3","0.0","1.2","1.5","6.8","6.3","0.8","1.2","1.2","1.2","0.0","0"
"*0623e*","Collin Gillespie","DEN","PG,G,Flx","403","FA","24","@LAL Sat 5:30PM","135","7.11","0%","1465.4","6%","0%","1.2","2.4","0.6","0.3","0.4","3.3","0.6","0.8","0.5","0.0","0.5","0.0","0"
"*05uji*","Kessler Edwards","SAC","SF,F,Flx","402","FA","23","","135","3.55","0%","1206.14","5%","-0.4%","0.6","1.3","0.3","0.1","0.1","1.5","0.7","0.2","0.1","0.1","0.0","0.0","0"
"*031mc*","Reggie Bullock","HOU","SF,PF,F,Flx","406","FA","32","@PHO Sat 6:00PM","134","5.83","1%","1258.55","6%","-0.4%","0.9","2.2","0.7","0.0","0.0","2.6","1.4","0.4","0.2","0.1","0.2","0.0","0"
"*04exe*","Monte Morris","MIN","PG,G,Flx","384","GBRAYERS","28","","131","11.91","2%","448.01","17%","0%","2.1","5.3","0.5","0.2","0.3","4.9","1.6","1.8","0.5","0.3","0.3","0.0","0"
"*01ngg*","Wesley Matthews","ATL","SG,G,Flx","395","FA","37","ATL 102<br/>@BKN 114","131","6.24","0%","1447.4","2%","-0.1%","0.6","2.2","0.4","0.7","0.9","2.3","1.3","0.6","0.5","0.2","0.3","0.0","0"
"*05qu4*","Saben Lee","PHO","PG,G,Flx","405","FA","24","HOU Sat 6:00PM","124","8.27","0%","1392.4","4%","-0.2%","0.9","2.3","0.1","1.5","2.1","3.5","1.5","1.2","0.5","0.2","0.5","0.0","0"
"*02nfk*","Evan Fournier","DET","SG,G,SF,F,Flx","404","FA","31","","123","15.38","0%","1258.83","13%","-1.6%","2.9","7.1","1.5","0.9","1.1","8.1","2.4","0.9","1.3","0.1","1.1","0.0","0"
"*05wqo*","Dru Smith","MIA","SG,G,Flx","412","FA","26","UTA 26<br/>@MIA 24","123","13.67","0%","1473.25","6%","-0.4%","1.7","3.7","0.8","0.2","0.2","4.3","1.6","1.6","1.0","0.3","0.6","0.0","0"
"*031lq*","Otto Porter","UTA","SF,F,Flx","411","FA","30","UTA 26<br/>@MIA 24","123","8.2","0%","1425.4","4%","-0.1%","0.9","2.2","0.5","0.2","0.2","2.6","1.9","0.5","0.3","0.3","0.1","0.0","0"
"*01eog*","Patty Mills","(N/A)","PG,G,Flx","410","FA","35","","123","6.47","0%","1399.4","3%","-0.2%","1.0","2.7","0.7","0.0","0.0","2.7","1.1","0.7","0.5","0.1","0.4","0.0","0"
"*0621r*","Patrick Baldwin","WAS","SF,F,Flx","413","FA","21","","122","6.1","0%","1402.4","10%","-0.5%","0.9","2.4","0.6","0.4","0.6","2.8","2.1","0.4","0.1","0.2","0.3","0.0","0"
"*06him*","Trey Jemison","MEM","C,Flx","407","FA","24","POR Sat 5:00PM","120","13.33","0%","1461","12%","-2%","1.9","4.0","0.0","0.7","0.8","4.4","3.4","0.8","0.4","1.1","1.0","0.0","0"
"*0622i*","Gui Santos","GS","SF,PF,F,Flx","415","FA","21","","119","8.5","0%","-","7%","-0.8%","1.2","2.4","0.4","1.0","1.1","3.9","2.4","0.5","0.2","0.1","0.3","0.0","0"
"*02q81*","P.J. Tucker","LAC","SF,F,Flx","416","FA","38","","119","7","1%","1217.45","4%","-0.2%","0.4","1.2","0.3","0.2","0.2","1.2","2.7","0.5","0.5","0.2","0.2","0.0","0"
"*05qtg*","Trevelin Queen","ORL","PG,SG,G,Flx","414","FA","27","","119","9.15","0%","-","2%","-0.4%","1.1","2.9","0.2","0.7","0.9","3.1","1.5","1.4","0.5","0.4","0.5","0.0","0"
"*06219*","Johnny Davis","WAS","SG,G,Flx","409","Orcas","22","","118","4.54","1%","1224.92","16%","-0.5%","1.0","2.8","0.1","0.2","0.3","2.3","1.3","0.3","0.3","0.1","0.3","0.0","0"
"*04qsn*","Svi Mykhailiuk","BOS","SF,F,Flx","417","FA","26","","117","4.88","0%","1344.02","2%","-0.2%","1.0","2.8","0.7","0.1","0.3","2.8","0.9","0.5","0.3","0.0","0.3","0.0","0"
"*05qsr*","Theo Maledon","PHO","PG,G,Flx","419","FA","22","HOU Sat 6:00PM","106","6.62","0%","1322.92","5%","-0.4%","1.3","4.3","0.3","0.9","0.9","3.7","1.5","1.8","0.4","0.0","1.1","0.0","0"
"*06cdf*","Julian Phillips","CHI","SF,F,Flx","408","STARKS","20","","104","3.25","0%","1495.4","10%","-0.5%","0.7","1.6","0.2","0.2","0.3","1.8","0.7","0.3","0.0","0.2","0.2","0.0","0"
"*06227*","Ryan Rollins","MIL","PG,G,Flx","420","FA","21","","103","10.3","0%","1504.4","7%","-0.5%","1.3","2.5","0.2","1.3","1.7","4.1","1.1","1.1","0.8","0.3","0.7","0.0","0"
"*0621i*","Jake LaRavia","MEM","PF,F,Flx","398","Orcas","22","POR Sat 5:00PM","101","7.77","2%","1167.03","20%","+1.9%","1.6","4.7","0.5","0.4","0.5","4.1","1.9","0.8","0.3","0.2","0.4","0.0","0"
"*051oz*","Luka Samanic","UTA","PF,F,Flx","418","FA","24","UTA 26<br/>@MIA 24","99","3.67","0%","1521.4","3%","-0.2%","0.9","2.3","0.2","0.6","0.8","2.6","1.6","0.1","0.0","0.1","0.4","0.0","0"
"*05qu5*","Udoka Azubuike","PHO","C,Flx","421","FA","24","HOU Sat 6:00PM","97","6.93","0%","1424.4","3%","-0.3%","1.1","1.6","0.0","0.2","0.8","2.5","2.3","0.2","0.1","0.4","0.3","0.0","1"
