"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","%D","ADP","FGM","FGA","3PTM","FTM","FTA","PTS","REB","AST","ST","BLK","TO","3D","2D"
"*06cc5*","Anthony Black","ORL","PG,G,Flx","289","BBB","20","","738","10.7","-","-","1.7","3.6","0.5","0.7","1.2","4.6","2.0","1.3","0.5","0.3","0.8","0.0","0"
"*05qve*","Jae'Sean Tate","HOU","SG,G,SF,F,Flx","290","FA","28","","737","11.34","-","-","1.7","3.5","0.4","0.4","0.6","4.1","3.0","1.0","0.6","0.2","0.6","0.0","0"
"*04qs9*","Jevon Carter","CHI","PG,G,Flx","291","FA","28","","732","10.17","-","-","1.9","5.1","1.1","0.1","0.1","5.0","0.8","1.3","0.5","0.2","0.5","0.0","1"
"*05uuq*","Jock Landale","HOU","C,Flx","292","FA","28","","731","13.05","-","-","1.9","3.7","0.2","0.9","1.2","4.9","3.1","1.2","0.4","0.6","0.6","0.0","1"
"*03e79*","Dwight Powell","DAL","C,Flx","293","FA","32","","725","11.51","-","-","1.1","1.7","0.0","1.0","1.4","3.3","3.4","1.3","0.4","0.3","0.5","0.0","1"
"*0621o*","Blake Wesley","SA","SG,G,Flx","294","BBB","21","","711","11.66","-","-","1.7","3.5","0.2","0.9","1.3","4.4","1.5","2.7","0.5","0.1","0.9","0.0","0"
"*05qt6*","Jordan Nwora","IND/TOR","SF,PF,F,Flx","295","FA","25","","703","13.52","-","-","2.7","5.8","0.8","0.8","1.0","7.0","2.9","1.2","0.5","0.3","1.0","0.0","2"
"*04qsd*","Mitchell Robinson","NY","C,Flx","296","Orcas","26","","694","22.39","-","-","2.4","4.1","0.0","0.9","2.1","5.6","8.5","0.6","1.2","1.1","0.8","0.0","2"
"*051pe*","Bruno Fernando","ATL","C,Flx","297","FA","25","","690","15.33","-","-","2.4","4.2","0.0","1.4","2.1","6.3","4.3","1.0","0.6","0.6","1.0","0.0","0"
"*05uiz*","Quentin Grimes","NY/DET","SG,G,SF,F,Flx","298","BIGFOOTS","24","NO 114<br/>@DET 101 F","689","13.51","-","-","2.4","6.4","1.6","0.7","0.9","7.0","2.0","1.3","0.7","0.1","0.5","0.0","0"
"*06cp4*","Craig Porter","CLE","PG,G,Flx","299","SERP","24","CLE 84<br/>@MIA 121 F","685","13.43","-","-","2.3","4.5","0.2","0.8","1.1","5.6","2.1","2.3","0.4","0.3","0.9","0.0","0"
"*04fj8*","Chris Boucher","TOR","SF,PF,F,Flx","300","FA","31","","684","13.68","-","-","2.2","4.3","0.6","1.4","1.8","6.4","4.1","0.5","0.3","0.5","0.6","0.0","0"
"*0621i*","Jake LaRavia","MEM","PF,F,Flx","301","Orcas","22","","668","19.09","-","-","3.4","8.7","1.5","2.6","3.1","10.8","3.7","1.7","0.8","0.3","1.3","0.0","2"
"*043cj*","Gary Payton II","GS","PG,G,Flx","302","maxpat01","31","GS 110<br/>@MIN 114 F","657","14.93","-","-","2.3","4.2","0.5","0.3","0.5","5.5","2.6","1.1","0.9","0.4","0.6","0.0","0"
"*04xhz*","Jordan McLaughlin","MIN","PG,G,Flx","303","FA","28","GS 110<br/>@MIN 114 F","649","11.59","-","-","1.3","2.6","0.8","0.2","0.3","3.5","1.3","2.0","0.6","0.1","0.3","0.0","0"
"*031m9*","Mason Plumlee","LAC","C,Flx","304","FA","34","PHI 121<br/>@LAC 107 F","636","13.83","-","-","1.9","3.3","0.0","1.5","2.2","5.3","5.1","1.2","0.3","0.4","0.8","0.0","2"
"*02x1k*","Justin Holiday","DEN","SG,G,Flx","305","FA","35","","627","10.81","-","-","1.5","3.3","0.9","0.1","0.1","4.0","1.2","1.2","0.6","0.2","0.2","0.0","0"
"*05uje*","Jared Butler","WAS","SG,G,Flx","306","FA","23","","625","15.62","-","-","2.5","5.0","0.6","0.8","0.9","6.3","1.4","3.1","0.7","0.2","1.3","0.0","1"
"*0621e*","Mark Williams","CHA","C,Flx","307","$?$","22","","623","32.79","-","-","5.2","7.9","0.0","2.4","3.4","12.7","9.7","1.2","0.8","1.1","0.9","0.0","8"
"*052fs*","Garrison Mathews","ATL","SG,G,Flx","308","FA","27","","622","9.42","-","-","1.6","3.4","1.3","0.5","0.6","4.9","1.4","0.6","0.3","0.1","0.3","0.0","0"
"*0621y*","Max Christie","LAL","SG,G,SF,F,Flx","309","SERP","21","IND 145<br/>@LAL 150 F","621","9.27","-","-","1.5","3.6","0.6","0.5","0.7","4.2","2.1","0.9","0.3","0.3","0.5","0.0","0"
"*0623a*","Scotty Pippen","MEM","PG,G,Flx","310","FA","23","","619","29.48","-","-","4.8","9.7","1.4","2.0","2.6","12.9","3.2","4.7","1.7","0.5","2.7","0.0","0"
"*03avi*","Doug McDermott","SA/IND","SF,F,Flx","311","FA","32","IND 145<br/>@LAL 150 F","614","9.59","-","-","1.9","4.4","1.5","0.2","0.3","5.5","0.9","1.1","0.3","0.0","0.4","0.0","0"
"*051oq*","Cam Reddish","LAL","SF,F,Flx","312","SDP","24","IND 145<br/>@LAL 150 F","609","12.69","-","-","1.9","4.9","0.8","0.9","1.1","5.4","2.1","1.0","1.0","0.3","0.6","0.0","0"
"*065ut*","Jacob Gilyard","MEM/BKN","PG,G,Flx","313","FA","25","","606","14.78","-","-","1.5","3.7","1.2","0.0","0.0","4.2","1.1","3.3","0.8","0.1","0.7","0.0","0"
"*051pg*","Cody Martin","CHA","SG,G,SF,F,Flx","314","Orcas","28","","605","21.61","-","-","2.9","7.7","1.0","0.7","1.2","7.5","3.9","3.7","1.1","0.6","1.6","0.0","1"
"*04jw4*","Maxi Kleber","DAL","PF,F,C,Flx","315","FA","32","","602","14","-","-","1.5","3.4","0.7","0.8","1.1","4.4","3.3","1.6","0.4","0.7","0.7","0.0","1"
"*027oq*","Bismack Biyombo","MEM/OKC","C,Flx","316","FA","31","OKC 93<br/>@MIL 118 F","590","15.13","-","-","1.9","3.3","0.0","0.7","1.4","4.3","5.2","1.3","0.3","0.9","1.1","0.0","2"
"*04qs3*","Landry Shamet","WAS","PG,SG,G,Flx","317","FA","27","","584","12.7","-","-","2.6","6.0","1.2","0.8","1.0","7.1","1.3","1.2","0.5","0.2","0.7","0.0","0"
"*027oy*","Marcus Morris","LAC/PHI/SA/CLE","PF,F,Flx","318","FA","34","CLE 84<br/>@MIA 121 F","582","11.88","-","-","2.4","5.4","1.0","0.7","0.9","6.4","2.7","0.7","0.3","0.3","0.6","0.0","0"
"*0621g*","Tari Eason","HOU","SF,PF,F,Flx","319","$?$","23","","581","26.41","-","-","4.0","8.6","0.8","1.0","1.5","9.8","7.0","1.2","1.4","0.9","0.9","0.0","3"
"*03al1*","Marcus Smart","MEM","PG,G,Flx","320","Jmarr237","30","","570","28.5","-","-","5.1","11.8","2.1","2.1","2.8","14.4","2.6","4.3","2.0","0.3","3.1","0.0","0"
"*05qsj*","Lamar Stevens","BOS/MEM","PF,F,Flx","321","FA","26","","565","14.87","-","-","2.8","6.3","0.4","1.1","1.4","7.2","3.3","0.7","0.6","0.6","0.6","0.0","0"
"*027pt*","Davis Bertans","OKC/CHA","PF,F,Flx","322","Jmarr237","31","","560","13.02","-","-","2.1","5.4","1.8","0.7","0.8","6.7","1.4","0.8","0.6","0.3","0.4","0.0","0"
"*06223*","Bryce McGowens","CHA","SG,G,SF,F,Flx","323","FA","21","","557","9.44","-","-","1.7","3.9","0.6","1.1","1.4","5.1","1.7","0.9","0.4","0.2","0.5","0.0","0"
"*06caa*","Ben Sheppard","IND","SG,G,Flx","324","STARKS","22","IND 145<br/>@LAL 150 F","554","9.72","-","-","1.6","4.0","0.9","0.4","0.5","4.4","1.6","0.9","0.6","0.0","0.3","0.0","0"
"*051po*","Bol Bol","PHO","PF,F,C,Flx","325","$?$","24","","551","12.81","-","-","2.2","3.5","0.5","0.3","0.4","5.2","3.2","0.4","0.2","0.6","0.4","0.0","1"
"*0621h*","Dalen Terry","CHI","SG,G,Flx","326","$?$","21","","547","9.27","-","-","1.2","2.7","0.3","0.4","0.7","3.1","1.9","1.4","0.4","0.3","0.5","0.0","0"
"*04qrs*","Troy Brown","MIN/DET","SF,PF,F,Flx","327","FA","24","NO 114<br/>@DET 101 F","543","9.2","-","-","1.4","3.8","0.8","0.5","0.6","4.2","2.4","1.0","0.4","0.1","0.5","0.0","0"
"*05qym*","Kenyon Martin","LAC/PHI","SF,F,Flx","328","Orcas","23","PHI 121<br/>@LAC 107 F","533","8.88","-","-","1.6","3.0","0.1","0.4","0.7","3.7","2.2","0.8","0.4","0.2","0.5","0.0","1"
"*05qu8*","Omer Yurtseven","UTA","C,Flx","329","FA","25","","532","11.08","-","-","2.1","3.8","0.1","0.4","0.6","4.6","4.3","0.6","0.2","0.4","0.8","0.0","2"
"*04qso*","Keita Bates-Diop","PHO/BKN","SF,PF,F,Flx","330","FA","28","","530","10","-","-","1.4","3.1","0.4","0.6","0.8","3.7","2.1","0.7","0.5","0.4","0.3","0.0","0"
"*005ke*","Danilo Gallinari","WAS/DET/MIL","SF,F,Flx","331","FA","35","OKC 93<br/>@MIL 118 F","524","10.69","-","-","1.7","3.9","0.6","1.7","2.0","5.7","2.2","1.1","0.3","0.1","0.5","0.0","0"
"*05ujb*","JT Thor","CHA","PF,F,Flx","332","FA","21","","521","8.27","-","-","1.3","2.9","0.4","0.2","0.3","3.2","2.3","0.5","0.2","0.4","0.2","0.0","0"
"*03r7r*","Richaun Holmes","DAL/WAS","PF,F,C,Flx","333","FA","30","","516","12.9","-","-","2.0","3.7","0.0","0.8","1.2","5.0","4.5","0.6","0.3","0.5","0.6","0.0","4"
"*05uj0*","Bones Hyland","LAC","PG,G,Flx","334","Orcas","23","PHI 121<br/>@LAC 107 F","513","13.86","-","-","2.6","6.8","1.2","0.5","0.6","6.9","1.5","2.5","0.7","0.1","1.2","0.0","1"
"*05quh*","Zeke Nnaji","DEN","PF,F,C,Flx","335","FA","23","","509","8.78","-","-","1.2","2.6","0.1","0.7","1.1","3.2","2.2","0.6","0.3","0.7","0.5","0.0","0"
"*05uin*","Chris Duarte","SAC","SG,G,SF,F,Flx","336","FA","26","","503","8.53","-","-","1.4","3.6","0.7","0.4","0.6","3.9","1.8","0.7","0.5","0.1","0.4","0.0","0"
"*04ex5*","Thomas Bryant","MIA","C,Flx","337","FA","26","CLE 84<br/>@MIA 121 F","491","12.92","-","-","2.3","3.9","0.1","1.1","1.2","5.7","3.7","0.6","0.3","0.4","0.6","0.0","2"
"*059ca*","Oshae Brissett","BOS","SF,F,Flx","338","FA","25","","482","8.76","-","-","1.2","2.8","0.3","0.9","1.5","3.7","2.9","0.8","0.3","0.1","0.4","0.0","0"
"*05ujs*","Sandro Mamukelashvili","SA","PF,F,C,Flx","339","FA","24","","482","10.48","-","-","1.6","3.4","0.4","0.5","0.7","4.1","3.2","1.1","0.2","0.3","0.4","0.0","3"
"*038xi*","Robert Covington","LAC/PHI","SF,PF,F,Flx","340","FA","33","PHI 121<br/>@LAC 107 F","481","16.59","-","-","1.5","3.4","0.7","0.8","0.9","4.4","3.3","0.8","1.3","0.6","0.4","0.0","0"
"*06ccb*","Nick Smith","CHA","SG,G,Flx","341","$?$","20","","480","9.41","-","-","2.2","5.7","1.2","0.3","0.3","5.9","1.4","1.2","0.2","0.1","0.8","0.0","0"
"*031ls*","Alex Len","SAC","C,Flx","342","FA","30","","475","9.9","-","-","1.0","1.7","0.0","0.4","0.7","2.5","2.7","1.0","0.2","0.7","0.6","0.0","0"
"*027om*","Tristan Thompson","CLE","PF,F,Flx","343","FA","33","CLE 84<br/>@MIA 121 F","474","9.67","-","-","1.5","2.4","0.0","0.3","1.1","3.3","3.6","1.0","0.2","0.3","0.6","0.0","1"
"*0201u*","Ish Smith","CHA","PG,G,Flx","344","FA","35","","472","10.98","-","-","1.5","3.7","0.1","0.1","0.1","3.2","1.8","3.4","0.4","0.1","1.1","0.0","0"
"*04qsi*","Jarred Vanderbilt","LAL","SF,PF,F,Flx","345","maxpat01","25","IND 145<br/>@LAL 150 F","468","16.14","-","-","2.0","3.9","0.3","0.8","1.2","5.2","4.8","1.2","1.2","0.2","1.0","0.0","0"
"*06him*","Trey Jemison","WAS/MEM","C,Flx","346","FA","24","","463","18.52","-","-","3.0","5.4","0.0","0.8","1.0","6.8","5.4","1.1","0.5","1.1","1.4","0.0","1"
"*04exk*","Aleksandar Vezenkov","SAC","PF,F,Flx","347","SDP","28","","462","11","-","-","2.0","4.5","1.1","0.3","0.4","5.4","2.3","0.5","0.5","0.2","0.3","0.0","0"
"*0621v*","Caleb Houstan","ORL","SF,F,Flx","348","FA","21","","460","7.8","-","-","1.4","3.5","1.2","0.4","0.4","4.3","1.4","0.5","0.3","0.1","0.3","0.0","0"
"*05ujd*","Neemias Queta","BOS","C,Flx","349","FA","24","","452","16.14","-","-","2.4","3.7","0.0","0.7","1.0","5.5","4.4","0.7","0.5","0.8","0.5","0.0","2"
"*0018r*","Thaddeus Young","TOR/BKN/PHO","PF,F,C,Flx","350","FA","35","","450","13.64","-","-","2.0","3.3","0.0","0.2","0.5","4.2","3.1","1.7","0.7","0.2","0.5","0.0","0"
"*04exe*","Monte Morris","DET/MIN","PG,G,Flx","351","GBRAYERS","28","GS 110<br/>@MIN 114 F","449","13.61","-","-","1.9","4.6","0.8","0.4","0.6","5.0","1.7","2.1","0.6","0.3","0.2","0.0","0"
"*06cdc*","Jalen Wilson","BKN","PF,F,Flx","352","GBRAYERS","23","","448","10.42","-","-","1.8","4.2","0.6","0.9","1.1","5.0","3.0","1.0","0.3","0.1","0.4","0.0","1"
"*038ia*","Seth Curry","DAL/CHA","PG,SG,G,Flx","353","FA","33","","443","10.07","-","-","1.8","4.6","0.9","0.6","0.7","5.1","1.5","1.0","0.5","0.1","0.5","0.0","0"
"*06234*","AJ Green","MIL","SG,G,Flx","354","FA","24","OKC 93<br/>@MIL 118 F","441","7.88","-","-","1.5","3.5","1.2","0.3","0.3","4.5","1.1","0.5","0.2","0.1","0.2","0.0","0"
"*05uuo*","Eugene Omoruyi","WAS","SF,PF,F,Flx","355","FA","27","","441","10.26","-","-","1.9","3.9","0.3","0.7","1.1","4.8","2.0","0.8","0.6","0.1","0.5","0.0","1"
"*02nfk*","Evan Fournier","NY/DET","SG,G,SF,F,Flx","356","FA","31","NO 114<br/>@DET 101 F","439","13.72","-","-","2.5","6.9","1.0","0.9","1.1","6.9","1.8","1.5","0.9","0.2","0.7","0.0","0"
"*05uj2*","Jaden Springer","PHI/BOS","PG,G,Flx","357","FA","21","","438","8.94","-","-","1.2","3.0","0.2","0.7","0.9","3.3","1.6","0.9","0.7","0.3","0.7","0.0","0"
"*0621r*","Patrick Baldwin","WAS","SF,F,Flx","358","FA","21","","432","11.37","-","-","1.6","4.1","0.8","0.5","0.7","4.4","3.2","0.8","0.5","0.4","0.5","0.0","2"
"*05gwp*","Jontay Porter","TOR","PF,F,C,Flx","359","STARKS","24","","428","16.46","-","-","1.5","4.0","0.8","0.6","0.7","4.4","3.2","2.3","0.8","0.8","0.8","0.0","0"
"*03lg1*","Ben Simmons","BKN","PG,SG,G,PF,F,Flx","360","GBRAYERS","27","","422","28.13","-","-","2.9","4.9","0.0","0.4","1.0","6.1","7.9","5.7","0.8","0.6","1.8","0.0","3"
"*005lx*","JaVale McGee","SAC","C,Flx","361","FA","36","","421","9.15","-","-","1.7","2.9","0.0","0.6","1.0","4.0","2.7","0.4","0.3","0.4","0.7","0.0","0"
"*04qsu*","Shake Milton","MIN/DET/NY","SG,G,Flx","362","FA","27","","421","8.77","-","-","1.6","4.1","0.4","0.8","1.0","4.5","1.6","1.3","0.4","0.1","0.6","0.0","0"
"*06cbz*","Brice Sensabaugh","UTA","SF,F,Flx","363","BBB","20","","419","13.09","-","-","2.7","6.8","1.1","1.2","1.3","7.5","3.2","1.7","0.4","0.2","1.5","0.0","1"
"*0621n*","MarJon Beauchamp","MIL","SG,G,SF,F,Flx","364","Orcas","22","OKC 93<br/>@MIL 118 F","415","8.65","-","-","1.7","3.5","0.6","0.4","0.6","4.4","2.1","0.6","0.3","0.1","0.6","0.0","0"
"*051oi*","Ja Morant","MEM","PG,G,Flx","365","GBRAYERS","24","","414","46","-","-","8.9","18.9","1.6","5.8","7.1","25.1","5.6","8.1","0.8","0.6","3.0","0.0","3"
"*05qtu*","Skylar Mays","POR/LAL","SG,G,Flx","366","FA","26","IND 145<br/>@LAL 150 F","411","10.82","-","-","1.7","4.2","0.4","0.3","0.4","4.1","1.1","2.2","0.6","0.1","0.5","0.0","2"
"*06ca3*","Julian Strawther","DEN","SG,G,SF,F,Flx","367","$?$","22","","406","8.12","-","-","1.6","4.4","0.8","0.4","0.6","4.5","1.2","0.9","0.3","0.1","0.5","0.0","0"
"*0626t*","Dominick Barlow","SA","SF,PF,F,C,Flx","368","SERP","20","","404","12.24","-","-","1.7","3.4","0.1","0.9","1.3","4.4","3.4","1.1","0.4","0.4","0.3","0.0","0"
"*049kh*","Kevin Knox","DET/UTA","SF,PF,F,Flx","369","FA","24","","397","12.81","-","-","2.8","6.0","1.0","0.6","0.7","7.2","2.4","0.7","0.4","0.2","0.7","0.0","1"
"*05qv9*","Anthony Gill","WAS","PF,F,Flx","370","FA","31","","394","7.88","-","-","1.5","3.2","0.2","0.6","0.7","3.8","1.9","0.7","0.3","0.2","0.5","0.0","0"
"*005l3*","DeAndre Jordan","DEN","C,Flx","371","FA","35","","391","10.86","-","-","1.6","2.6","0.0","0.7","1.5","3.9","4.4","0.7","0.2","0.4","0.6","0.0","1"
"*06cdd*","Andre Jackson","MIL","SG,G,Flx","372","$?$","22","OKC 93<br/>@MIL 118 F","386","6.77","-","-","0.9","1.8","0.3","0.1","0.2","2.2","2.0","0.9","0.3","0.1","0.5","0.0","1"
"*05ujw*","Jericho Sims","NY","C,Flx","373","FA","25","","378","8.4","-","-","0.8","1.2","0.0","0.4","0.5","2.0","3.3","0.6","0.2","0.4","0.4","0.0","0"
"*031mu*","Mike Muscala","WAS/DET/OKC","C,Flx","374","FA","32","OKC 93<br/>@MIL 118 F","374","7.06","-","-","1.1","2.9","0.5","0.3","0.5","3.0","2.4","0.7","0.2","0.2","0.4","0.0","0"
"*005ka*","Derrick Rose","MEM","PG,G,Flx","375","FA","35","","369","15.38","-","-","3.2","6.9","0.6","1.0","1.1","8.0","1.9","3.3","0.3","0.1","1.3","0.0","0"
"*05qud*","Aleksej Pokusevski","OKC/CHA","PF,F,C,Flx","376","FA","22","","363","12.96","-","-","1.8","4.3","0.6","1.1","1.5","5.2","3.2","1.3","0.5","0.5","0.7","0.0","0"
"*06219*","Johnny Davis","WAS","SG,G,Flx","377","FA","22","","348","6.96","-","-","1.2","3.1","0.3","0.3","0.5","3.0","1.4","0.6","0.4","0.2","0.3","0.0","0"
"*05qtk*","Vit Krejci","ATL","PG,G,Flx","378","FA","23","","348","15.82","-","-","2.3","4.7","1.3","0.2","0.3","6.1","2.4","2.3","0.6","0.3","0.9","0.0","0"
"*06cd2*","Rayan Rupert","POR","SG,G,Flx","379","SERP","19","","338","8.67","-","-","1.4","4.1","0.7","0.5","0.6","4.0","2.4","1.6","0.3","0.1","0.8","0.0","0"
"*06cab*","Jarace Walker","IND","PF,F,Flx","380","SERP","20","IND 145<br/>@LAL 150 F","334","10.12","-","-","1.4","3.3","0.7","0.2","0.3","3.6","1.9","1.2","0.5","0.3","0.5","0.0","0"
"*051p5*","Nassir Little","PHO","SF,PF,F,Flx","381","FA","24","","329","7.31","-","-","1.3","2.8","0.5","0.4","0.4","3.4","1.7","0.5","0.2","0.2","0.3","0.0","0"
"*06ccd*","Noah Clowney","BKN","PF,F,Flx","382","HBC","19","","328","14.26","-","-","2.2","4.0","0.5","0.9","1.3","5.8","3.5","0.8","0.3","0.7","0.7","0.0","1"
"*04qsn*","Svi Mykhailiuk","BOS","SF,F,Flx","383","FA","26","","323","7.88","-","-","1.4","3.3","1.0","0.1","0.2","4.0","1.2","0.9","0.3","0.0","0.3","0.0","0"
"*05qu7*","Trent Forrest","ATL","PG,G,Flx","384","FA","25","","310","8.16","-","-","0.9","2.4","0.1","0.3","0.4","2.2","1.3","2.4","0.3","0.1","0.5","0.0","0"
"*051pw*","Jalen McDaniels","TOR","SF,PF,F,Flx","385","FA","26","","305","6.1","-","-","1.3","3.8","0.2","0.5","0.7","3.4","1.6","0.7","0.4","0.1","0.6","0.0","0"
"*062k1*","Javon Freeman-Liberty","TOR","PG,SG,G,Flx","386","FA","24","","302","13.73","-","-","2.5","5.6","0.5","1.5","1.6","7.0","3.2","1.8","0.5","0.2","1.1","0.0","0"
"*0623c*","Lester Quinones","GS","SG,G,Flx","387","FA","23","GS 110<br/>@MIN 114 F","300","8.11","-","-","1.5","3.8","0.9","0.5","0.8","4.4","1.9","1.0","0.2","0.1","0.5","0.0","0"
"*04849*","Danuel House","PHI","SF,F,Flx","388","FA","30","","293","8.62","-","-","1.4","3.1","0.4","1.0","1.4","4.2","1.7","0.8","0.4","0.1","0.6","0.0","0"
"*01ngg*","Wesley Matthews","ATL","SG,G,Flx","389","FA","37","","290","8.06","-","-","0.9","2.7","0.7","0.5","0.7","3.1","1.5","0.6","0.4","0.3","0.2","0.0","0"
"*05yoh*","Lindy Waters","OKC","SG,G,Flx","390","FA","26","OKC 93<br/>@MIL 118 F","290","7.63","-","-","1.3","2.7","1.0","0.1","0.1","3.6","1.1","0.6","0.1","0.2","0.2","0.0","0"
"*0622z*","Orlando Robinson","MIA","C,Flx","391","FA","23","CLE 84<br/>@MIA 121 F","279","7.75","-","-","1.0","2.0","0.2","0.5","0.7","2.8","2.3","0.9","0.2","0.2","0.5","0.0","1"
"*051oz*","Luka Samanic","UTA","PF,F,Flx","392","FA","24","","274","6.37","-","-","1.4","3.7","0.3","1.0","1.3","4.1","2.4","0.4","0.1","0.2","0.7","0.0","1"
"*0621a*","Ousmane Dieng","OKC","SF,PF,F,C,Flx","393","SERP","20","OKC 93<br/>@MIL 118 F","273","8.27","-","-","1.5","3.5","0.6","0.4","0.5","4.0","1.5","1.1","0.2","0.2","0.6","0.0","0"
"*06ceg*","Ricky Council","PHI","SG,G,Flx","394","FA","22","PHI 121<br/>@LAC 107 F","269","8.41","-","-","1.7","3.5","0.4","1.7","2.2","5.4","1.4","0.5","0.3","0.0","0.2","0.0","1"
"*0558v*","Javonte Green","CHI","SG,G,Flx","395","FA","30","","269","29.89","-","-","5.0","8.3","1.1","1.1","1.4","12.2","7.4","0.6","1.1","0.9","0.8","0.0","1"
"*05ujr*","Charles Bassey","SA","C,Flx","396","FA","23","","268","14.11","-","-","1.5","2.1","0.0","0.3","0.3","3.3","4.0","1.1","0.4","0.9","0.8","0.0","0"
"*042nr*","Damian Jones","CLE","C,Flx","397","FA","28","CLE 84<br/>@MIA 121 F","267","6.85","-","-","1.1","1.8","0.1","0.5","0.5","2.7","1.6","0.4","0.2","0.3","0.3","0.0","0"
"*01eog*","Patty Mills","ATL/MIA","PG,G,Flx","398","FA","35","CLE 84<br/>@MIA 121 F","267","8.34","-","-","1.4","4.1","0.8","0.3","0.3","4.0","1.1","1.1","0.6","0.0","0.5","0.0","0"
"*031lr*","Cody Zeller","NO","C,Flx","399","FA","31","NO 114<br/>@DET 101 F","266","6.19","-","-","0.6","1.4","0.0","0.5","0.9","1.8","2.6","0.9","0.2","0.1","0.4","0.0","0"
"*05uj6*","Jeremiah Robinson-Earl","NO","PF,F,C,Flx","400","FA","23","NO 114<br/>@DET 101 F","261","6.69","-","-","1.2","2.4","0.3","0.3","0.4","2.9","1.9","0.5","0.3","0.1","0.4","0.0","0"
"*031mc*","Reggie Bullock","HOU","SF,PF,F,Flx","401","FA","33","","260","5.91","-","-","0.8","1.9","0.6","0.0","0.0","2.2","1.7","0.3","0.3","0.1","0.2","0.0","0"
"*06ca2*","Kobe Brown","LAC","PF,F,Flx","402","HBC","24","PHI 121<br/>@LAC 107 F","252","5.73","-","-","0.8","2.0","0.3","0.0","0.0","2.0","1.4","0.6","0.3","0.1","0.2","0.0","0"
"*04qsb*","Devonte' Graham","SA","PG,G,Flx","403","FA","29","","248","10.78","-","-","1.7","4.7","1.1","0.6","0.7","5.0","1.6","2.1","0.4","0.1","0.7","0.0","0"
"*06cc9*","Olivier-Maxence Prosper","DAL","PF,F,Flx","404","Orcas","21","","248","6.2","-","-","1.0","2.6","0.3","0.7","1.0","3.0","2.0","0.6","0.2","0.1","0.2","0.0","0"
"*051ow*","Chuma Okeke","ORL","PF,F,Flx","405","FA","25","","247","5.26","-","-","0.9","2.4","0.5","0.1","0.1","2.3","1.7","0.4","0.2","0.1","0.3","0.0","0"
"*05ujp*","BJ Boston","LAC","SG,G,Flx","406","FA","22","PHI 121<br/>@LAC 107 F","246","7.69","-","-","2.0","5.0","0.4","0.7","1.0","5.2","1.6","0.4","0.3","0.3","0.8","0.0","0"
"*05quf*","Ashton Hagans","POR","PG,SG,G,Flx","407","maxpat01","24","","245","12.89","-","-","1.5","3.7","0.4","0.7","0.9","4.2","2.4","2.8","0.6","0.5","1.6","0.0","0"
"*0623d*","Johnny Juzang","UTA","SG,G,Flx","408","FA","23","","244","12.2","-","-","2.5","5.5","1.6","0.5","0.7","7.2","1.8","1.1","0.2","0.1","0.7","0.0","0"
"*02q81*","P.J. Tucker","PHI/LAC","SF,F,Flx","409","FA","39","PHI 121<br/>@LAC 107 F","244","7.87","-","-","0.6","1.6","0.4","0.1","0.1","1.7","2.7","0.5","0.5","0.2","0.3","0.0","0"
"*05xco*","Matt Ryan","NO","SF,F,Flx","410","FA","27","NO 114<br/>@DET 101 F","243","8.68","-","-","1.8","4.0","1.5","0.5","0.5","5.4","1.4","0.6","0.2","0.0","0.7","0.0","0"
"*065ve*","Stanley Umude","DET","PG,SG,G,Flx","411","FA","25","NO 114<br/>@DET 101 F","243","10.12","-","-","1.5","3.5","1.0","1.2","1.3","5.3","2.1","0.5","0.3","0.3","0.6","0.0","0"
"*05uwa*","A.J. Lawson","DAL","SG,G,Flx","412","FA","23","","242","5.76","-","-","1.3","2.9","0.3","0.4","0.5","3.2","1.2","0.5","0.2","0.1","0.3","0.0","0"
"*05uud*","Justin Champagnie","WAS","SF,F,Flx","413","$?$","22","","232","15.47","-","-","2.1","5.2","0.9","0.8","1.0","5.9","3.5","1.3","0.7","0.6","0.7","0.0","0"
"*05ujg*","Isaiah Livers","DET/WAS","PF,F,Flx","414","FA","25","","232","10.09","-","-","1.7","5.0","1.0","0.5","0.8","5.0","2.1","1.1","0.6","0.2","0.7","0.0","0"
"*06dob*","Leaky Black","CHA","SF,PF,F,Flx","415","FA","24","","231","8.88","-","-","1.0","2.0","0.3","0.4","0.6","2.7","1.8","0.9","0.3","0.4","0.2","0.0","0"
"*06hfc*","Tosan Evbuomwan","MEM/DET","SF,F,Flx","416","FA","23","NO 114<br/>@DET 101 F","224","13.18","-","-","2.1","4.2","0.7","1.0","1.5","5.9","3.5","0.9","0.4","0.3","0.5","0.0","0"
"*04xhy*","Yuta Watanabe","PHO/MEM","SF,PF,F,Flx","417","FA","29","","223","6.56","-","-","1.2","3.4","0.7","0.3","0.5","3.4","1.6","0.4","0.4","0.2","0.6","0.0","0"
"*05uji*","Kessler Edwards","SAC","SF,F,Flx","418","FA","23","","215","3.98","-","-","0.6","1.5","0.4","0.1","0.2","1.7","0.8","0.3","0.2","0.1","0.1","0.0","0"
"*01ng2*","Garrett Temple","TOR","SG,G,Flx","419","FA","38","","209","7.74","-","-","1.1","2.9","0.4","0.7","0.8","3.3","1.7","1.0","0.4","0.1","0.5","0.0","0"
"*042nl*","Furkan Korkmaz","PHI","SG,G,Flx","420","FA","26","","208","5.94","-","-","0.9","2.2","0.4","0.4","0.6","2.5","0.9","0.7","0.4","0.1","0.3","0.0","0"
